mandature;uidconseiller;civilite;nom;prenom;groupecourt;groupepolitique;fonctionexecutif;codedepelection;depelection;listecourt;listeelectorale;datenaissance;villenaissance;profession;twitter;facebook;siteinternet;blog
18.0;ELU200;Monsieur;LEGRAND;Aurélien;RN-ÎDF;Rassemblement national Île-de-France;;91.0;Essonne;FN 91;Front National 91;27/03/1983;Cambrai;Professeur du secondaire et tech.;Au_Legrand;;http://idfbleumarine.fr;
18.0;ELU117;Madame;MESSIER;Anne;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;07/02/1971;bourg-Achard;Collaboratrice de Député;;;;
18.0;ELU198;Monsieur;NAUTH;Cyril;RN-ÎDF;Rassemblement national Île-de-France;;78.0;Yvelines;FN 78;Front National 78;19/12/1981;Dijon;: Enseignant en disponibilité;;;;
18.0;ELU127;Madame;PIGANEAU;Sylvie;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;11/05/1957;Meknès;: Professeur retraitée de l'Education nationale;@spiganeau;sylvie piganeau;;
18.0;ELU43;Monsieur;ROMERO - MICHEL;Jean-Luc;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;30/06/1959;Bethune;: Attaché territorial;@JeanLucRomero;JeanLucRomero;http://www.jeanluc-romero.com;http://www.romero-blog.fr
18.0;ELU167;Monsieur;SALINI;Stéphane;UDI;Union des Démocrates et Indépendants;3ème Vice-président en charge des finances et de l'évaluation des politiques publiques;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;21/11/1970;Le Blanc Mesnil;Entrepreneur;;;;
18.0;ELU7;Monsieur;SAMSOEN;Nicolas;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;29/12/1970;;Cadre supérieur (secteur privé);;;;
18.0;ELU126;Monsieur;TARDY-JOUBERT;Nicolas;NI;Non Inscrits;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;26/09/1957;;Autre profession libérale;@NicolasTJ;;;
18.0;ELU143;Madame;AESCHLIMANN;Marie-Do;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;17/04/1974;Basse-Terre;Avocate;@MDo Aeschlimann;Marie-Do Aeschlimann;;http://mdoaeschlimann.com
18.0;ELU100;Monsieur;BATTAIL;Gilles;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;09/12/1959;Abidjan (Côte d'Ivoire);Vétérinaire;@gillesbattailt;;;
18.0;ELU197;Madame;BENZELMAT;Yasmine;NI;Non Inscrits;;78.0;Yvelines;FN 78;Front National 78;28/09/1982;Toulouse (31);Consolideur - Analyste financier;@yasminebenzelma;;;
18.0;ELU22;Madame;BERTHOUT;Florence;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;25/06/1962;Houdan;Cadre;@FloBertout_05;Florence_Berthout;;
18.0;ELU120;Monsieur;CAFFIN;Michel;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;17/07/1956;Mantes la Jolie;Agriculteur;;;;
18.0;ELU42;Madame;CARREY-CONTE;Fanélie;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;16/05/1980;;Agent général d'assurances;;;;
18.0;ELU113;Madame;COTÉ-MILLARD;Véronique;UDI;Union des Démocrates et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;01/03/1958;Saint-Germain en Laye;Agent d'affaires;;;;
18.0;ELU35;Madame;DAUVERGNE;Emmanuelle;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;03/10/1971;Reims;Permanent politique-Resp. de service;@emmadauvergne;;;
18.0;ELU10;Monsieur;DAVIAUD;Jean-Philippe;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;25/09/1965;TALENCE;Permanent politique;;;;
18.0;ELU220;Madame;DESMARTIN;Béatrice;NI;Non Inscrits;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;17/07/1961;Périgeux;Assistante administrative;;;;
18.0;ELU89;Monsieur;DRAY;Julien;E-ÎDF;Ensemble, l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;05/03/1955;;Cadre supérieur;;;;
18.0;ELU125;Madame;DUBLANCHE;Alexandra;LRI;Libres, Républicains et Indépendants;4éme Vice-présidente en charge du développement économique, de l'attractivité, de l'agriculture et de la ruralité;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;25/04/1982;Paris 15ème;chef d’entreprise;@ADublanche;Alexandra Dublanche;;
18.0;ELU195;Monsieur;DUTHEIL DE LA ROCHÈRE;Bertrand;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;19/02/1946;Toulon;Retraité EDF;@BDLR-RBM;;;
18.0;ELU3;Monsieur;FOUCHAULT;Michel;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;27/07/1955;;Agriculteur-propriétaire exploit.;;;;
18.0;ELU44;Madame;FREY;Christine;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;03/11/1954;Montauban;Ingénieur de recherche;@christine_frey1;;;http://un-quartier-du-monde.blogspot.fr
18.0;ELU158;Monsieur;GIAFFERI;Pascal;CD;Centre et des Démocrates;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;23/04/1961;Paris;Administrateur de biens;@giafferiP;;;
18.0;ELU87;Monsieur;GUILLAUD-BATAILLE;Fabien;FdG;Front de Gauche - Parti communiste français et République & socialisme;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;03/02/1975;Oullins;Permanent politique;@Fabien_GB94;Fabien Guillaud-Bataille;;
18.0;ELU13;Monsieur;JEANNE;Laurent;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;03/01/1970;Champigny-sur-Marne;Cadre supérieur (secteur privé);@laurentjeanne94;laurent jeanne;http://champigny-alternance.fr;
18.0;ELU79;Madame;KASMI;Samia;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;04/09/1975;St Ouen;Avocat;@samkasmi;kasmi samia;;
18.0;ELU90;Madame;LAHMER;Annie;AES;Alternative écologiste et sociale;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;04/07/1959;Mayence (Allemagne);Directrice de cabinet municipal;@annielahmer;;;
18.0;ELU132;Monsieur;LASTEYRIE (DE);Grégoire;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/08/1984;Paris;Maire;;;;
18.0;ELU122;Monsieur;LEQUILLER;Pierre;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;04/12/1949;Londres;;;;;
18.0;ELU31;Monsieur;MARGAIN;Franck;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;21/05/1961;;Cadre;@franckMargain;Franck Margain;http://www.franck-margain.fr;
18.0;ELU162;Madame;MARSIGNY;Brigitte;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;11/07/1952;;Avocat;@MARSIGNYBm2014;Brigitte Marsigny;;http://www.umpnoisylegrand.fr
18.0;ELU147;Madame;MARTINI-PEMEZEC;Carine;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;17/11/1967;;Dentiste;;Carine Martine Pemezec;;
18.0;ELU71;Madame;MELIANE;Loubna;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;12/03/1978;;Attaché parlementaire;@LoubnaMeliane;Loubna Meliane;;
18.0;ELU108;Madame;MOLLARD-CADIX;Laure-Agnès;UDI;Union des Démocrates et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;27/01/1992;;: Etudiante;;;;
18.0;ELU97;Monsieur;RUIZ;Jean-Michel;FdG;Front de Gauche - Parti communiste français et République & socialisme;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;03/07/1964;;Permanent politique;@JeanMichelRuiz;;;
18.0;ELU190;Madame;ANDROUËT;Mathilde;RN-ÎDF;Rassemblement national Île-de-France;;75.0;Paris;FN 75;Front National 75;03/07/1984;Rueil-Malmaison;Assistante parlementaire;;elsa.vassent;;
18.0;ELU73;Madame;AZZAZ;Nadège;E-ÎDF;Ensemble, l'Île-de-France;;92.0;Hauts-de-Seine;LUG 92;La Gauche et les Écologistes rassemblés avec Claude Bartolone 92;16/09/1981;Clamart;Ingénieure d'Etudes;@Azzaz Nadége;Nadége Azzaz;;
18.0;ELU128;Monsieur;BARBOTIN;Gaël;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;01/04/1961;;Autre profession libérale;;;;
18.0;ELU205;Monsieur;BOURSE-PROVENCE;Dominique;NI;Non Inscrits;;94.0;Val-de-Marne;FN 94;Front National 94;03/02/1952;Maisons-Alfort;Coach-Formateur;;;;
18.0;ELU72;Monsieur;CAMARA;Lamine;FdG;Front de Gauche - Parti communiste français et République & socialisme;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;27/02/1979;Draveil;Chargé de mission;;Lamine Camara;;
18.0;ELU103;Monsieur;CHÉRON;James;UDI;Union des Démocrates et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;22/12/1977;;Consultant;@jamescheron;james.cheron.5;;
18.0;ELU109;Monsieur;CHEVRON;Benoît;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;31/05/1968;Provins;Agriculteur;;;;
18.0;ELU57;Monsieur;CUZOU;Gilbert;NI;Non Inscrits;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;10/09/1983;Nantes;;@cuzouG;Gilbert Cuzou;;
18.0;ELU6;Madame;GAMRAOUI;Khadija;LRI;Libres, Républicains et Indépendants;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;18/05/1975;;Fonctionnaire de catégorie A;;;;
18.0;ELU148;Monsieur;GAUDUCHEAU;Bernard;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;26/06/1955;PERIGUEUX;Maire;;;;
18.0;ELU137;Monsieur;HEBERT;Gérard;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;31/01/1960;Corbeil-Essonnes;Collaborateur de cabinet;;;;
18.0;ELU166;Madame;LAPORTE;Manon;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;20/03/1965;Paris;Avocate fiscaliste, docteure en droit;;manon.laporte 2014;;
18.0;ELU150;Monsieur;LE CLERE;Arnaud;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;20/02/1979;Bordeaux;Cadre supérieur (secteur privé);;;;
18.0;ELU34;Monsieur;LEGARET;Jean-François;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;21/08/1952;;Permanent politique;;;;
18.0;ELU157;Madame;MESADIEU;Anne-Louise;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;12/01/1976;Port-au-Prince (Haïti);Attachée culturelle;;;;
18.0;ELU129;Monsieur;MILLIENNE;Bruno;CD;Centre et des Démocrates;;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;28/11/1959;;: Cadre supérieur du secteur privé;@BrunoMillienne;Bruno Millienne;;
18.0;ELU91;Monsieur;NICOLLE;Jean-Marc;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;30/07/1964;;: Cadre en entreprises publiques;;;;
18.0;ELU160;Monsieur;NKONDA;Brice;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;26/05/1982;;: Cadre supérieur du secteur privé;@BriceNkonda;Brice Nkonda;http://www.bricenkonda.fr;
18.0;ELU27;Monsieur;REDLER;Jérémy;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;07/11/1981;Paris;: Directeur des relations institutionnelles et de la communication;@jeremy_redler;;;
18.0;ELU29;Monsieur;ROGER;Vincent;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;12/01/1969;Paris;: Directeur d'un cabinet conseil;@vincentroger754;;;
18.0;ELU189;Monsieur;SAINT JUST (DE);Wallerand;RN-ÎDF;Rassemblement national Île-de-France;;75.0;Paris;FN 75;Front National 75;06/07/1950;;Avocat;@wdesaintjust;;;
18.0;ELU52;Madame;SARKISSIAN;Roseline;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;24/05/1973;Brioude (43);Cadre;@rosesarkissian;Roseline Sarkissian;http://roselinesarkissian.fr;
18.0;ELU222;Monsieur;SOLES;Benoît;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;05/09/1972;AGEN;Comédien Auteur;Benoit SOLES;Bneoit SOLES;;
18.0;ELU180;Madame;VON EUW;Stéphanie;LRI;Libres, Républicains et Indépendants;6ème Vice-Présidente en charge de l'emploi, de la formation professionnelle et de l'apprentissage;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;29/04/1975;;Industrie-Chef entreprise;@sve83;Stéphanie Von Euw;;
18.0;ELU45;Monsieur;BAYOU;Julien;AES;Alternative écologiste et sociale;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;11/06/1980;Paris;Gérant;@Julien Bayou;Julien Bayou;http://onfaitcommeonadit.com;
18.0;ELU219;Monsieur;BOHBOT;Jack-Yves;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;l'alternance avec Valérie Pécresse 75;18/04/1956;Vincennes;Cadre supérieur (privé);;;;
18.0;ELU193;Monsieur;BOLLÉE;Joffrey;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;18/10/1989;Paris;Assistant de direction/assistant parlementaire;;;;
18.0;ELU36;Monsieur;CECCONI;Frank;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;17/07/1962;;Permanent politique;;;;
18.0;ELU191;Monsieur;CHERRIER;Pierre;NI;Non Inscrits;;77.0;Seine-et-Marne;FN 77;Front National 77;16/10/1953;Alger;Médecin;FedeFN77;;;
18.0;ELU66;Monsieur;DA SILVA;Carlos;E-ÎDF;Ensemble, l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;16/11/1974;Corbeil-Essonnes;Professeur des écoles;@dasilvacarlos91;Carlos da Silva;http://carlosdasilva.fr;
18.0;ELU145;Madame;DESCHIENS;Sophie;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;06/04/1962;Boulogne;Administrateur de sociétés;@sdeschiens;sophie deschiens;;
18.0;ELU173;Madame;DIRRINGER;Marie-Christine;CD;Centre et des Démocrates;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;17/06/1957;Sezanne;Chef entreprise;;;;
18.0;ELU164;Madame;FRANCLET;Karine;UDI;Union des Démocrates et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;13/12/1981;Château-thierry;Proviseur adjoint;@franclet karine;Karine Franclet;;
18.0;ELU54;Madame;FUCHS;Sylvie;FdG;Front de Gauche - Parti communiste français et République & socialisme;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;24/09/1960;Paris;Gestionnaire de comptes;;;;
18.0;ELU142;Monsieur;GABRIEL;Denis;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;17/07/1960;Paris 9ème;cadre;@dgabriel 92;denis gabriel;http://denis-gabriel.fr;
18.0;ELU131;Madame;HIDRI;Faten;UDI;Union des Démocrates et Indépendants;8ème Vice-présidente en charge de l'enseignement supérieur et de la recherche;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;09/04/1981;Ris Orangis;Avocat;@fatenhidri;;;
18.0;ELU176;Monsieur;LE BOHELLEC;Franck;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;13/03/1967;Vannes;Industrie-Chef entreprise;;;;
18.0;ELU146;Monsieur;LOREC;Philippe;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;02/09/1967;Paris;Fonctionnaire de catégorie A;;;;
18.0;ELU9;Madame;MARIAUD;Sylvie;UDI;Union des Démocrates et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;07/08/1964;Neuilly s/seine;Chargée de mission;;;;
18.0;ELU165;Monsieur;MEIGNEN;Thierry;LRI;Libres, Républicains et Indépendants;;93.0;Seine-Saint-Denis;LUD 93;l'alternance avec Valérie Pécresse 93;17/05/1957;Ivry s/seine;Chef entreprise;@thierry Meignen;;;
18.0;ELU111;Madame;PÉCRESSE;Valérie;LRI;Libres, Républicains et Indépendants;Présidente du conseil régional;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;14/07/1967;;: Magistrat;;;;
18.0;ELU105;Monsieur;PROFFIT;Julien;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;03/02/1974;Paris;: Avocat;@Proffit Julien;julien proffit;;
18.0;ELU68;Monsieur;THOMAS;Olivier;E-ÎDF;Ensemble, l'Île-de-France;;91.0;Essonne;LUG 91;La Gauche et les Écologistes rassemblés avec Claude Bartolone 91;28/04/1963;Antony;Attaché principal d'administration centrale;;;;
18.0;ELU139;Monsieur;VIGIER;Jean-François;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;20/06/1963;Beaulieu;Cadre (entreprises publiques);@jfvigier;jf.vigier;;
18.0;ELU88;Madame;BARJOU;Dominique;E-ÎDF;Ensemble, l'Île-de-France;;94.0;Val-de-Marne;LUG 94;La Gauche et les Écologistes rassemblés avec Claude Bartolone 94;02/09/1953;Paris (75);Directrice de Cabinet;@dbarjou;Dominique Barjou;;
18.0;ELU208;Madame;BERTHAUD;Corinne;NI;Non Inscrits;;95.0;Val-d'Oise;FN 95;Front National 95;07/04/1971;Lyon;Ecrivain spécialiste de la souffrance au travail;;;;
18.0;ELU136;Madame;CARILLON;Sylvie;LRI;Libres, Républicains et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/01/1965;Savigny-sur-Orge;Salarié du secteur médical;;;;
18.0;ELU99;Madame;CHAIN-LARCHÉ;Anne;LRI;Libres, Républicains et Indépendants;;77.0;Seine-et-Marne;LUD 77;L'alternance avec Valérie Pécresse 77;11/04/1958;Paris;Pharmacien;@anne_chain;Anne Chain Larché;;
18.0;ELU151;Madame;COBLENTZ;Caroline;LRI;Libres, Républicains et Indépendants;;92.0;Hauts-de-Seine;LUD 92;L'alternance avec Valérie Pécresse 92;28/04/1967;Suresnes;Elue locale;;;;
18.0;ELU86;Monsieur;COSKUN;Taylan;FdG;Front de Gauche - Parti communiste français et République & socialisme;;93.0;Seine-Saint-Denis;LUG 93;La Gauche et les Écologistes rassemblés avec Claude Bartolone 93;18/01/1970;Bakirkoy;Cadre;;;;
18.0;ELU41;Madame;COSSE;Emmanuelle;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;15/11/1974;Paris;;@emmacosse;emmacosse1;;
18.0;ELU135;Madame;DURANTON;Marianne;UDI;Union des Démocrates et Indépendants;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;12/05/1968;Redon;DIrectrice administrative et financiére;;;;
18.0;ELU185;Madame;ELIMAS;Nathalie;CD;Centre et des Démocrates;;95.0;Val-d'Oise;LUD 95;l'alternance avec Valérie Pécresse 95;05/06/1973;BEAUVAIS;Fonctionnaire;@nathalie Elimas;nathalie Elimas;;http://nathalie-elimas.fr
18.0;ELU96;Madame;ESPARGILIÈRE;Juliette;EcoPro-IDF;Ecologiste et progressistes pour l'Île-de-France;;95.0;Val-d'Oise;LUG 95;La Gauche et les Écologistes rassemblés avec Claude Bartolone 95;27/08/1978;Clamart;Déléguée vie associative;@espargiliereju;juliette espargilière;;
18.0;ELU174;Monsieur;GONZALES;Didier;LRI;Libres, Républicains et Indépendants;;94.0;Val-de-Marne;LUD 94;l'alternance avec Valérie Pécresse 94;14/09/1960;Algérie;Inspecteur des douanes;;;;
18.0;ELU12;Monsieur;HUBERT;Florent;E-ÎDF;Ensemble, l'Île-de-France;;75.0;Paris;LUG 75;La Gauche et les Écologistes rassemblés avec Claude Bartolone;29/12/1977;Paris;Fonctionnaire;;;;
18.0;ELU140;Madame;LAMIRÉ-BURTIN;Sandrine;CD;Centre et des Démocrates;;91.0;Essonne;LUD 91;L'alternance avec Valérie Pécresse 91;14/10/1971;Paris;Responsable événementiel;;Sandrine Lamiré;;
18.0;ELU38;Monsieur;LECOQ;Jean-Pierre;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;18/07/1954;Paris;Retraité;;;;
18.0;ELU32;Madame;MONTANDON;Valérie;LRI;Libres, Républicains et Indépendants;;75.0;Paris;LUD 75;L'alternance avec Valérie Pécresse 75;31/03/1976;;: Chef d'entreprise;@VMontandon;Valérie Montandon;http://www.valeriemontandon.fr;
18.0;ELU118;Monsieur;NASROU;Othman;LRI;Libres, Républicains et Indépendants;Premier vice-président en charge des relations internationales et des affaires européennes;78.0;Yvelines;LUD 78;L'alternance avec Valérie Pécresse 78;13/07/1987;;: Chef d'entreprise;@othmannasrou;/othmannasrou;http://www.othman-nasrou.fr;
18.0;ELU55;Monsieur;PLANCHOU;Jean-Paul;E-ÎDF;Ensemble, l'Île-de-France;;77.0;Seine-et-Marne;LUG 77;La Gauche et les Écologistes rassemblés avec Claude Bartolone 77;22/04/1948;;: Retraité;;;;
